,text,retweet_count,favorite_count,retweeted,hour,minute,day,month,year,clean_text,length_text,positivity,negativity,neutral,compound,sentiment
2912,"Apple added more than 30 million paid subscriptions in 2022 https://t.co/mdUba5PkGu

Apple continues to see growth… https://t.co/5uZUFceApH",0,0,False,7,40,29,7,2022,Apple added more than 30 million paid subscriptions in 2022   continues to see growth…  ,88,0.0,0.0,1.0,0.0,neutral
2913,"Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’… https://t.co/QuNHEqefWS",0,0,False,7,40,29,7,2022,"Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’…  ",98,0.0,0.0,1.0,0.0,neutral
2914,@bilalbfarooq @BenObi2000 @SamiFathi_ @AppleSupport @tim_cook I’d hazard a guess and say iPhone isn’t too popular i… https://t.co/f0AYeFGG9D,0,1,False,7,38,29,7,2022,  _  _cook I’d hazard a guess and say iPhone isn’t too popular i…  ,67,0.189,0.0,0.811,0.4215,positive
2915,Tim Cook Expects Apple's September Quarter Revenue Growth to Accelerate Despite 'Pockets' of Softness https://t.co/1hexufZ58w,0,0,False,7,38,29,7,2022,Tim Cook Expects Apple's September Quarter Revenue Growth to Accelerate Despite 'Pockets' of Softness  ,103,0.167,0.0,0.833,0.3818,positive
2916,இந்தியாவில் ஆப்பிள் ஆட்டம் ஆரம்பம்.. வருவாய் டபுள் மடங்கு உயர்வு!  https://t.co/jQgmeOBqsB via @SamayamTamil,0,0,False,7,37,29,7,2022,இந்தியாவில் ஆப்பிள் ஆட்டம் ஆரம்பம்.. வருவாய் டபுள் மடங்கு உயர்வு!    via ,73,0.0,0.0,1.0,0.0,neutral
2917,"During the April to June quarter, Apple Inc’s revenues in India doubled. #Apple 

 https://t.co/lwid6M17uZ",0,0,False,7,33,29,7,2022,"During the April to June quarter, Apple Inc’s revenues in India doubled. Apple   ",81,0.0,0.0,1.0,0.0,neutral
2918,@BenObi2000 @SamiFathi_ @AppleSupport @tim_cook I can totally read. Mr. @tim_cook said the same last year &amp; I was p… https://t.co/23kqjQVWBH,0,0,False,7,31,29,7,2022, _  _cook I can totally read. Mr. _cook said the same last year &amp; I was p…  ,80,0.0,0.0,1.0,0.0,neutral
2919,"@tim_cook Tim Apple, next Saudi PLEASE. We deserve online store",0,0,False,7,31,29,7,2022,"_cook Tim Apple, next Saudi PLEASE. We deserve online store",59,0.252,0.0,0.748,0.4648,positive
2920,"RT @OsintTv: India among countries clocking revenue records $83.0 billion, that help Apple score ‘Better than expected’ Q3 results: Apple C…",13,0,False,7,30,29,7,2022,"India among countries clocking revenue records 83.0 billion, that help Apple score ‘Better than expected’ Q3 results: Apple C…",126,0.13,0.0,0.87,0.4019,positive
2921,did tim cook suck joe russos dick why is everyone using airpods??,0,0,False,7,29,29,7,2022,did tim cook suck joe russos dick why is everyone using airpods??,65,0.0,0.396,0.604,-0.7622,negative
2922,"RT @businessline: During the April to June quarter, Apple Inc’s revenues in India doubled. #Apple 

 https://t.co/1bOzgHhEDs",1,0,False,7,29,29,7,2022,"During the April to June quarter, Apple Inc’s revenues in India doubled. Apple   ",81,0.0,0.0,1.0,0.0,neutral
2923,"RT @emilychangtv: Just spoke to Apple CEO @tim_cook who told me:

- Apple will continue to invest through downturn but be “deliberate” in s…",54,0,False,7,29,29,7,2022,Just spoke to Apple CEO _cook who told me:- Apple will continue to invest through downturn but be “deliberate” in s…,116,0.0,0.0,1.0,0.0,neutral
2924,Tim Cook Expects Apple's September Quarter Revenue Growth to Accelerate Despite 'Pockets' of Softness https://t.co/QpF4fluRrX,0,3,False,7,27,29,7,2022,Tim Cook Expects Apple's September Quarter Revenue Growth to Accelerate Despite 'Pockets' of Softness  ,103,0.167,0.0,0.833,0.3818,positive
2925,Tim Cook Says Apple Will Continue to Hire Employees in a 'Deliberate Way' After Reports of a Slowdown in Hiring https://t.co/Vgk26xn0aG,0,1,False,7,26,29,7,2022,Tim Cook Says Apple Will Continue to Hire Employees in a 'Deliberate Way' After Reports of a Slowdown in Hiring  ,113,0.0,0.0,1.0,0.0,neutral
2926,@tim_cook iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad… https://t.co/8iGoPxBJT8,0,0,False,7,25,29,7,2022,_cook iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad…  ,113,0.0,0.0,1.0,0.0,neutral
2927,Apple service center admits design defect in #Airpods pro. Product failed twice in 3 months. Still at service stati… https://t.co/tkU1EdQf13,4,3,False,7,20,29,7,2022,Apple service center admits design defect in Airpods pro. Product failed twice in 3 months. Still at service stati…  ,117,0.092,0.238,0.669,-0.5423,negative
2928,@tim_cook iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad… https://t.co/wutPL4h8qt,0,0,False,7,20,29,7,2022,_cook iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad pro 2022 model iPad…  ,113,0.0,0.0,1.0,0.0,neutral
2929,"@bilalbfarooq @SamiFathi_ @AppleSupport @tim_cook Can you read? Sami said iPhone 13, not iPhone 12 mini. 🤦🏻‍♂️",0,7,False,7,20,29,7,2022," _  _cook Can you read? Sami said iPhone 13, not iPhone 12 mini. ",65,0.0,0.0,1.0,0.0,neutral
2930,https://t.co/vqAHL5S1hg Cook Expects Apple's September Quarter Revenue Growth to Accelerate Despite 'Pockets' of So… https://t.co/dFbGqbOqKz,0,0,False,7,19,29,7,2022,  Cook Expects Apple's September Quarter Revenue Growth to Accelerate Despite 'Pockets' of So…  ,96,0.178,0.0,0.822,0.3818,positive
2931,https://t.co/vqAHL5S1hg Cook Says Apple Will Continue to Hire Employees in a 'Deliberate Way' After Reports of a Sl… https://t.co/3E1dm3EjV0,0,0,False,7,19,29,7,2022,  Cook Says Apple Will Continue to Hire Employees in a 'Deliberate Way' After Reports of a Sl…  ,96,0.0,0.0,1.0,0.0,neutral
2932,"@macwelt Kannst ja mal Apple fragen, warum der ICloud eine Ende-zu-Ende-Verschlüsselung im er noch im Jahre 2022 fe… https://t.co/H3z8fdwrFL",0,0,False,7,17,29,7,2022," Kannst ja mal Apple fragen, warum der ICloud eine Ende-zu-Ende-Verschlüsselung im er noch im Jahre 2022 fe…  ",110,0.0,0.0,1.0,0.0,neutral
2933,"The chairman of the Senate Banking Committee, Sen. Sherrod Brown, has written letters to Tim Cook of Apple and Sund… https://t.co/qqacvxC47b",0,0,False,7,16,29,7,2022,"The chairman of the Senate Banking Committee, Sen. Sherrod Brown, has written letters to Tim Cook of Apple and Sund…  ",118,0.0,0.0,1.0,0.0,neutral
2934,"Apple not slowing hiring, but being more deliberate about it says CEO Tim Cook https://t.co/rxy8HJWDLw",0,0,False,7,16,29,7,2022,"Apple not slowing hiring, but being more deliberate about it says CEO Tim Cook  ",80,0.0,0.0,1.0,0.0,neutral
2935,"RT @9to5mac: Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’ https://t.co/LE8NUYrIEf by @mi…",17,0,False,7,15,29,7,2022,"Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’   by …",102,0.0,0.0,1.0,0.0,neutral
2936,Apple nearly doubled revenue in India in June quarter: CEO Tim Cook We also saw June quarter revenue records in bot… https://t.co/hhGoXNKggX,0,0,False,7,15,29,7,2022,Apple nearly doubled revenue in India in June quarter: CEO Tim Cook We also saw June quarter revenue records in bot…  ,118,0.0,0.0,1.0,0.0,neutral
2937,@Apple @tim_cook @AppleSupport Legal notice sent to #Apple for defective #Airpods pro,1,1,False,7,14,29,7,2022, _cook  Legal notice sent to Apple for defective Airpods pro,60,0.121,0.234,0.645,-0.34,negative
2938,"RT @fx57: Apple CEO’su Tim Cook: “Büyük bir satın almaya kapalı değiliz. Piyasayı izliyoruz, ama sadece almak ya da daha fazla gelir için ş…",4,0,False,7,14,29,7,2022,"Apple CEO’su Tim Cook: “Büyük bir satın almaya kapalı değiliz. Piyasayı izliyoruz, ama sadece almak ya da daha fazla gelir için ş…",130,0.0,0.0,1.0,0.0,neutral
2939,Apple nearly doubled revenue in India in June quarter: CEO Tim Cook We also saw June quarter revenue records in bot… https://t.co/T0MkaTKebR,0,0,False,7,14,29,7,2022,Apple nearly doubled revenue in India in June quarter: CEO Tim Cook We also saw June quarter revenue records in bot…  ,118,0.0,0.0,1.0,0.0,neutral
2940,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,7,13,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2941,@bilalbfarooq @SamiFathi_ @AppleSupport @tim_cook Never heard of iCare Kochi. Are you sure that you are contacting @AppleSupport ?,0,0,False,7,13,29,7,2022, _  _cook Never heard of iCare Kochi. Are you sure that you are contacting  ?,77,0.141,0.0,0.859,0.3182,positive
2942,@ceciliakang @linakhanFTC why can Tim Cook proudly say that  Apple completes one acquisition per week but not face any scrutiny?,0,0,False,7,13,29,7,2022,  why can Tim Cook proudly say that  Apple completes one acquisition per week but not face any scrutiny?,104,0.119,0.0,0.881,0.3182,positive
2943,Apple: Dank iPhone trotzt Tim Cook weiter dem Wirtschaftsabschwung https://t.co/Mz2CKtNj4v,0,0,False,7,11,29,7,2022,Apple: Dank iPhone trotzt Tim Cook weiter dem Wirtschaftsabschwung  ,68,0.0,0.0,1.0,0.0,neutral
2944,"RT @TeacherGrunon: #apple #tech #mac - Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’ - ht…",1,0,False,7,8,29,7,2022,"apple tech mac - Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’ - ht…",118,0.0,0.0,1.0,0.0,neutral
2945,"#apple #tech #mac - Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’… https://t.co/t5AYTDctVQ",1,0,False,7,7,29,7,2022,"apple tech mac - Tim Cook says Apple revenue will continue accelerating despite inflation, ‘pockets of softness’…  ",115,0.0,0.0,1.0,0.0,neutral
2946,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,7,7,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2947,@a_unbox thumbnail mai tim cook ke muscles dikhao,0,0,False,7,7,29,7,2022,_unbox thumbnail mai tim cook ke muscles dikhao,47,0.0,0.0,1.0,0.0,neutral
2948,"#Veille ""Tim Cook assure aux investisseurs que l'inflation n'impactera pas les revenus d'Apple"" via iPhone Soft https://t.co/ZAanVAP9Qh",0,0,False,7,6,29,7,2022,"Veille ""Tim Cook assure aux investisseurs que l'inflation n'impactera pas les revenus d'Apple"" via iPhone Soft  ",112,0.138,0.0,0.862,0.34,positive
2949,"Hi @tim_cook, How about sticking the iPad M1 board into a small box (like apple TV - maybe thinner). no battery, no… https://t.co/ayIiH8QPUm",0,0,False,7,6,29,7,2022,"Hi _cook, How about sticking the iPad M1 board into a small box like apple TV - maybe thinner. no battery, no…  ",112,0.101,0.089,0.81,0.0772,positive
2950,Tim Cook optimistisch: Apple wird wachsen und neue Mitarbeiter einstellen https://t.co/KigK1dVs5y,0,0,False,7,5,29,7,2022,Tim Cook optimistisch: Apple wird wachsen und neue Mitarbeiter einstellen  ,75,0.0,0.0,1.0,0.0,neutral
2951,"RT @YouMake100x: Google, Apple Asked to Review Protections Against Crypto App Fraud. Chairman of the Senate Committee on Banking, Housing a…",2,0,False,7,1,29,7,2022,"Google, Apple Asked to Review Protections Against Crypto App Fraud. Chairman of the Senate Committee on Banking, Housing a…",123,0.0,0.174,0.826,-0.5859,negative
2952,#plischeme $aapl https://t.co/oEF8fQ97cQ,0,1,False,7,0,29,7,2022,plischeme aapl  ,16,0.0,0.0,1.0,0.0,neutral
2953,"Google, Apple Asked to Review Protections Against Crypto App Fraud. Chairman of the Senate Committee on Banking, Ho… https://t.co/owJSIx4MXS",2,3,False,6,58,29,7,2022,"Google, Apple Asked to Review Protections Against Crypto App Fraud. Chairman of the Senate Committee on Banking, Ho…  ",118,0.0,0.183,0.817,-0.5859,negative
2954,Put my CV up yesterday morning on a well known job board ….18 calls in one day. A few years ago you may have got 2… https://t.co/csvK5ONl5s,0,4,False,6,57,29,7,2022,Put my CV up yesterday morning on a well known job board ….18 calls in one day. A few years ago you may have got 2…  ,117,0.077,0.0,0.923,0.2732,positive
2955,"Les résultats d'Apple ont ""surpris"" favorablement + les commentaires plutôt positifs de Tim Cook : le cocktail étai… https://t.co/5eNlSVCcuM",0,4,False,6,55,29,7,2022,"Les résultats d'Apple ont ""surpris"" favorablement + les commentaires plutôt positifs de Tim Cook : le cocktail étai…  ",118,0.0,0.0,1.0,0.0,neutral
2956,"@MaxBlumenthal It's the job of Gran Nance to conduct Foreign Policy?  Oh, wait...it's just a perfect storm of fact-… https://t.co/PhvLBDGTCz",0,0,False,6,52,29,7,2022," It's the job of Gran Nance to conduct Foreign Policy?  Oh, wait...it's just a perfect storm of fact-…  ",104,0.179,0.0,0.821,0.5719,positive
2957,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,6,52,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2958,@bclehmann @lazerwalker catch me signing code as Tim Cook,0,0,False,6,51,29,7,2022,  catch me signing code as Tim Cook,35,0.0,0.0,1.0,0.0,neutral
2959,@tim_cook Hi,0,0,False,6,51,29,7,2022,_cook Hi,8,0.0,0.0,1.0,0.0,neutral
2960,RT @9to5mac: Is Apple planning a major services acquisition? Tim Cook says he ‘wouldn’t rule anything out’ https://t.co/tvtkQZWNBV by @fili…,17,0,False,6,49,29,7,2022,Is Apple planning a major services acquisition? Tim Cook says he ‘wouldn’t rule anything out’   by …,100,0.0,0.0,1.0,0.0,neutral
2961,RT @MacRumors: Tim Cook Expects Apple’s September Quarter Revenue Growth to Accelerate Despite ‘Pockets’ of Softness https://t.co/UNig2saUO…,26,0,False,6,49,29,7,2022,Tim Cook Expects Apple’s September Quarter Revenue Growth to Accelerate Despite ‘Pockets’ of Softness  …,104,0.157,0.0,0.843,0.3818,positive
2962,". @Apple  has seen a new doubling of its revenues in India in the April-June period, setting a new all-time record… https://t.co/6l0NYVbuYn",0,0,False,6,46,29,7,2022,".   has seen a new doubling of its revenues in India in the April-June period, setting a new all-time record…  ",111,0.0,0.0,1.0,0.0,neutral
2963,"@tim_cook I know you probably won’t even see this comment, but if you do, can you please build an Apple store in th… https://t.co/VuHQDs8mWi",0,2,False,6,45,29,7,2022,"_cook I know you probably won’t even see this comment, but if you do, can you please build an Apple store in th…  ",114,0.118,0.0,0.882,0.4497,positive
2964,RT @DivesTech: Picasso-like quarter from Cupertino. Demand holding up in this economic storm. China numbers impressive. Another hall of fam…,37,0,False,6,40,29,7,2022,Picasso-like quarter from Cupertino. Demand holding up in this economic storm. China numbers impressive. Another hall of fam…,125,0.159,0.072,0.769,0.4215,positive
2965,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,6,39,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2966,"RT @SamiFathi_: iPhone 13 customer satisfaction is 98%, Tim Cook says. $AAPL",19,0,False,6,38,29,7,2022,"_: iPhone 13 customer satisfaction is 98%, Tim Cook says. AAPL",62,0.225,0.0,0.775,0.4404,positive
2967,"RT @fin_bizz: ""You should be the pebble in the pond that creates the ripples for change."" - Tim Cook
#quote https://t.co/Zm5NK5f0lC",1,0,False,6,37,29,7,2022,"_bizz: ""You should be the pebble in the pond that creates the ripples for change."" - Tim Cookquote  ",100,0.11,0.0,0.89,0.2732,positive
2968,Apple ‘nearly doubled’ revenue in India in June quarter: CEO Tim Cook https://t.co/wPQed5oJbK,0,0,False,6,34,29,7,2022,Apple ‘nearly doubled’ revenue in India in June quarter: CEO Tim Cook  ,71,0.0,0.0,1.0,0.0,neutral
2969,Apple ‘nearly doubled’ revenue in India in June quarter: CEO Tim Cook #AppleIndiaRevenue #Apple #Iphone #TimCook… https://t.co/a6Qi0F02QO,0,0,False,6,30,29,7,2022,Apple ‘nearly doubled’ revenue in India in June quarter: CEO Tim Cook AppleIndiaRevenue Apple Iphone TimCook…  ,111,0.0,0.0,1.0,0.0,neutral
2970,@tim_cook Congrats 🎉,0,0,False,6,29,29,7,2022,_cook Congrats ,15,0.773,0.0,0.227,0.5267,positive
2971,"RT @chandrarsrikant: 🚨Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.
@tsuvik ✍ https://t.co/EfE5m58wWE",10,0,False,6,28,29,7,2022,Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.   ,72,0.0,0.0,1.0,0.0,neutral
2972,@Hamza__Yusuf @tim_cook what was it?,0,0,False,6,25,29,7,2022,__Yusuf _cook what was it?,26,0.0,0.0,1.0,0.0,neutral
2973,@tim_cook My six year old mayxfall through the floor tomorrow and get severely injured or die any of us could and b… https://t.co/Trm2Khie95,0,1,False,6,25,29,7,2022,_cook My six year old mayxfall through the floor tomorrow and get severely injured or die any of us could and b…  ,114,0.0,0.336,0.664,-0.8625,negative
2974,Apple’s September Quarter Revenue Growth to Accelerate #News #Apple  https://t.co/0sSF92gaWG,0,0,False,6,25,29,7,2022,Apple’s September Quarter Revenue Growth to Accelerate News Apple   ,68,0.245,0.0,0.755,0.3818,positive
2975,@tim_cook Join meIf you ever buy a mobile home don't use Geico Assuranthome insurance as there is no point of it. I… https://t.co/tPb5PpBdvu,0,0,False,6,23,29,7,2022,_cook Join meIf you ever buy a mobile home don't use Geico Assuranthome insurance as there is no point of it. I…  ,114,0.09,0.09,0.82,0.0,neutral
2976,Apple va continuer les embauches d’une « manière très délibérée » dit Tim Cook ➡️ https://t.co/quFNjOg5SB https://t.co/IfkhH3ZwYt,1,28,False,6,23,29,7,2022,Apple va continuer les embauches d’une « manière très délibérée » dit Tim Cook     ,83,0.0,0.0,1.0,0.0,neutral
2977,Apple va continuer les embauches d’une « manière très délibérée » dit Tim Cook ➡️ https://t.co/kvFvBAAzeV https://t.co/RR0Nlg6Mzb,0,0,False,6,23,29,7,2022,Apple va continuer les embauches d’une « manière très délibérée » dit Tim Cook     ,83,0.0,0.0,1.0,0.0,neutral
2978,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,6,22,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2979,@tim_cook Wow this is lovely,0,0,False,6,21,29,7,2022,_cook Wow this is lovely,24,0.717,0.0,0.283,0.8225,positive
2980,"RT @LaurenGoode: “We do see inflation in our cost structure,” Apple's Tim Cook tells @stevekovach. “We see it in things like logistics and…",6,0,False,6,20,29,7,2022,"“We do see inflation in our cost structure,” Apple's Tim Cook tells . “We see it in things like logistics and…",110,0.111,0.0,0.889,0.3612,positive
2981,@tim_cook How 'bout converting the custodians from contractors into employees and -- gasp! -- providing decent bene… https://t.co/ihtfKl5vL0,0,0,False,6,20,29,7,2022,_cook How 'bout converting the custodians from contractors into employees and -- gasp! -- providing decent bene…  ,114,0.0,0.0,1.0,0.0,neutral
2982,Tim Cook smentisce la notizia di un rallentamento delle assunzioni https://t.co/VfDcq5Mmbd,0,0,False,6,19,29,7,2022,Tim Cook smentisce la notizia di un rallentamento delle assunzioni  ,68,0.0,0.0,1.0,0.0,neutral
2983,Apple nearly doubled its India revenue in June quarter: CEO Tim Cook https://t.co/OGYbOmMzWS,0,0,False,6,17,29,7,2022,Apple nearly doubled its India revenue in June quarter: CEO Tim Cook  ,70,0.0,0.0,1.0,0.0,neutral
2984,"Apple continuerà ad assumere dipendenti, parola di Tim Cook - https://t.co/msB6VacIap https://t.co/RCkv6bIouu",0,0,False,6,13,29,7,2022,"Apple continuerà ad assumere dipendenti, parola di Tim Cook -    ",65,0.0,0.0,1.0,0.0,neutral
2985,Apple ‘nearly doubled’ revenue in India in June quarter: CEO Tim Cook,1,14,False,6,10,29,7,2022,Apple ‘nearly doubled’ revenue in India in June quarter: CEO Tim Cook,69,0.0,0.0,1.0,0.0,neutral
2986,"Apple saw ‘a near doubling of revenue in India’ in April-June quarter, says Tim Cook https://t.co/Up3EPVErQ9… https://t.co/lFS72avp9A",0,0,False,6,10,29,7,2022,"Apple saw ‘a near doubling of revenue in India’ in April-June quarter, says Tim Cook  …  ",89,0.0,0.0,1.0,0.0,neutral
2987,"During the April to June quarter, Apple Inc’s revenues in India doubled. #Apple 

 https://t.co/1bOzgHhEDs",1,1,False,6,10,29,7,2022,"During the April to June quarter, Apple Inc’s revenues in India doubled. Apple   ",81,0.0,0.0,1.0,0.0,neutral
2988,@resistance1982 @tim_cook Underpaid?? And denying of employee benefits?? I work for Apple and what I mostly see is… https://t.co/HtC4ADWAyL,0,6,False,6,9,29,7,2022, _cook Underpaid?? And denying of employee benefits?? I work for Apple and what I mostly see is…  ,98,0.17,0.115,0.716,0.2869,positive
2989,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,6,4,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2990,"Apple CEO’su Tim Cook: “Büyük bir satın almaya kapalı değiliz. Piyasayı izliyoruz, ama sadece almak ya da daha fazl… https://t.co/B10DhKQ4FN",4,113,False,6,4,29,7,2022,"Apple CEO’su Tim Cook: “Büyük bir satın almaya kapalı değiliz. Piyasayı izliyoruz, ama sadece almak ya da daha fazl…  ",118,0.0,0.0,1.0,0.0,neutral
2991,@tim_cook Why don't you also open Apple Store in #Armenia?,0,2,False,6,4,29,7,2022,_cook Why don't you also open Apple Store in Armenia?,53,0.0,0.0,1.0,0.0,neutral
2992,"RT @neiltwitz: @Apple has ""multiple profitable billion dollar"" lines &amp; is best positioned in the entire tech industry to continue hiring &amp;…",2,0,False,6,1,29,7,2022,"has ""multiple profitable billion dollar"" lines &amp; is best positioned in the entire tech industry to continue hiring &amp;…",125,0.295,0.0,0.705,0.7964,positive
2993,"Tim Cook : ""les embauches continuent, il n'y a aucun ralentissement dans les recrutements"" https://t.co/NhMj305s69… https://t.co/O6yl7LjeUW",0,0,False,6,0,29,7,2022,"Tim Cook : ""les embauches continuent, il n'y a aucun ralentissement dans les recrutements""  …  ",95,0.0,0.0,1.0,0.0,neutral
2994,"RT @chandrarsrikant: 🚨Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.
@tsuvik ✍ https://t.co/EfE5m58wWE",10,0,False,5,55,29,7,2022,Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.   ,72,0.0,0.0,1.0,0.0,neutral
2995,"Apple CEO Tim Cook, during an earnings call, said the 83 billion dollar revenue was ""better than we expected despit… https://t.co/Ev5AviNJtp",0,8,False,5,54,29,7,2022,"Apple CEO Tim Cook, during an earnings call, said the 83 billion dollar revenue was ""better than we expected despit…  ",118,0.132,0.0,0.868,0.4404,positive
2996,"RT @SamiFathi_: iPhone 13 customer satisfaction is 98%, Tim Cook says. $AAPL",19,0,False,5,53,29,7,2022,"_: iPhone 13 customer satisfaction is 98%, Tim Cook says. AAPL",62,0.225,0.0,0.775,0.4404,positive
2997,"RT @TrungTPhan: Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from $340B to -- just toda…",1225,0,False,5,50,29,7,2022,"Tim Cook has been Apple's CEO since Aug. 24, 2011. Over this span, Apple's market cap has jumped from 340B to -- just toda…",123,0.0,0.0,1.0,0.0,neutral
2998,#TimCook (@tim_cook) assure aux investisseurs que l'#Inflation n'impactera pas les revenus d'#Apple (@Apple) 🌍 [iPh… https://t.co/fQzHq6V4Lw,0,0,False,5,50,29,7,2022,TimCook _cook assure aux investisseurs que l'Inflation n'impactera pas les revenus d'Apple   [iPh…  ,100,0.167,0.0,0.833,0.34,positive
2999,https://t.co/biY5j2CtHD,0,0,False,5,50,29,7,2022, ,1,0.0,0.0,0.0,0.0,neutral
3000,@tim_cook Hope Apple’s first india store open asap,0,1,False,5,49,29,7,2022,_cook Hope Apple’s first india store open asap,46,0.293,0.0,0.707,0.4404,positive
3001,"@fx57 Ben size şucu demedim. Şirket karları azalmışken, Tim Cook özellikle üçüncü çeyrek için uyarı yapmışken, siz… https://t.co/M75q848Om6",0,0,False,5,48,29,7,2022," Ben size şucu demedim. Şirket karları azalmışken, Tim Cook özellikle üçüncü çeyrek için uyarı yapmışken, siz…  ",112,0.0,0.0,1.0,0.0,neutral
3002,"RT @chandrarsrikant: 🚨Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.
@tsuvik ✍ https://t.co/EfE5m58wWE",10,0,False,5,47,29,7,2022,Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.   ,72,0.0,0.0,1.0,0.0,neutral
3003,"🚨 Apple has nearly doubled its India revenue in June quarter, says CEO Tim Cook https://t.co/JeeaHUtQkM",0,3,False,5,45,29,7,2022," Apple has nearly doubled its India revenue in June quarter, says CEO Tim Cook  ",80,0.0,0.0,1.0,0.0,neutral
3004,Tim Cook assure aux investisseurs que l'inflation n'impactera pas les revenus d'Apple https://t.co/HOvEiCLUMt… https://t.co/p8M7goDoDk,0,2,False,5,44,29,7,2022,Tim Cook assure aux investisseurs que l'inflation n'impactera pas les revenus d'Apple  …  ,90,0.167,0.0,0.833,0.34,positive
3005,蘋果真的收購 Netflix 的話就猛了喔 😳 https://t.co/oITSvI4DLM,1,4,False,5,42,29,7,2022,蘋果真的收購 Netflix 的話就猛了喔   ,24,0.0,0.0,1.0,0.0,neutral
3006,"RT @mensfinancemag: TOP 5 BEST-PAID CEOS 

1. Elon Musk, Tesla: $23.5 billion

2. Tim Cook, Apple: $770.5 million

3. Jensen Huang, NVIDIA,…",1,0,False,5,42,29,7,2022,"TOP 5 BEST-PAID CEOS 1. Elon Musk, Tesla: 23.5 billion2. Tim Cook, Apple: 770.5 million3. Jensen Huang, NVIDIA,…",112,0.13,0.0,0.87,0.368,positive
3007,"RT @chandrarsrikant: 🚨Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.
@tsuvik ✍ https://t.co/EfE5m58wWE",10,0,False,5,40,29,7,2022,Apple nearly doubled its India revenue in June quarter: CEO Tim Cook.   ,72,0.0,0.0,1.0,0.0,neutral
3008,"#TimCook (@tim_cook) : ""les embauches continuent, il n'y a aucun ralentissement dans les recrutements"" 🌍 [iPhoneSof… https://t.co/6OIMjdLyfB",0,0,False,5,40,29,7,2022,"TimCook _cook : ""les embauches continuent, il n'y a aucun ralentissement dans les recrutements""  [iPhoneSof…  ",110,0.0,0.0,1.0,0.0,neutral
3009,"#Apple India Revenue Has Doubled In Q2 2022: Tim Cook

https://t.co/nlunYQoC1z",1,0,False,5,39,29,7,2022,Apple India Revenue Has Doubled In Q2 2022: Tim Cook ,53,0.0,0.0,1.0,0.0,neutral
